YEAR,MAKE,MODEL,VEHICLE_CLASS,ENGINE_SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL_CONSUMPTION,COEMISSIONS 
2000,FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.4,8,A4,X,20.7,423
2000,FORD,FOCUS SEDAN,COMPACT,2,4,A4,X,10.8,221
2000,FORD,FOCUS SEDAN,COMPACT,2,4,M5,X,10.8,216
2000,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2,4,A4,X,10.6,219
2000,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2,4,M5,X,10.9,216
2000,FORD,GRAND MARQUIS,FULL-SIZE,4.6,8,A4,X,15,297
2000,FORD,MUSTANG,SUBCOMPACT,3.8,6,A4,X,13.4,267
2000,FORD,MUSTANG,SUBCOMPACT,3.8,6,M5,X,13.6,267
2000,FORD,MUSTANG,SUBCOMPACT,4.6,8,A4,X,15.1,301
2000,FORD,MUSTANG,SUBCOMPACT,4.6,8,M5,X,15.4,304
2000,FORD,MUSTANG #,SUBCOMPACT,4.6,8,M5,X,15.7,308
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,3,6,A4,X,15.7,315
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,3,6,M5,X,16.2,322
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,4,6,A5,X,17,354
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,4,6,M5,X,14.9,306
2000,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3,6,A4,X,16.4,336
2000,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3,6,M5,X,15.5,320
2000,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4,6,A5,X,17.3,357
2000,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4,6,M5,X,16.5,340
2000,FORD,TAURUS,MID-SIZE,3,6,A4,X,13.6,267
2000,FORD,TAURUS #,MID-SIZE,3,6,A4,X,13.5,265
2000,FORD,TAURUS WAGON,STATION WAGON - MID-SIZE,3,6,A4,X,14.2,278
2000,FORD,TAURUS WAGON #,STATION WAGON - MID-SIZE,3,6,A4,X,14,276
2000,FORD,WINDSTAR VAN,VAN - CARGO,3,6,A4,X,15.6,311
2000,FORD,WINDSTAR VAN,VAN - CARGO,3.8,6,A4,X,14.9,304
2000,FORD,WINDSTAR WAGON,MINIVAN,3,6,A4,X,15.6,311
2000,FORD,WINDSTAR WAGON,MINIVAN,3.8,6,A4,X,15.5,311
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,17.7,368
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.5,384
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16.3,334
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.9,373
2000,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.7,343
2000,GMC,C1500 YUKON,SUV,4.8,8,A4,X,18.7,391
2000,GMC,C1500 YUKON,SUV,5.3,8,A4,X,18.9,391
2000,GMC,C1500 YUKON XL,SUV,5.3,8,A4,X,18.9,391
2000,GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.9,373
2000,GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,6,8,A4,X,21.4,435
2000,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,4.3,6,A4,X,17.8,368
2000,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,5,8,A4,X,18.2,373
2000,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,5.7,8,A4,X,19.1,396
2000,GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,4.3,6,A4,X,18.3,380
2000,GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,5,8,A4,X,18.3,377
2000,GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,5.7,8,A4,X,20.6,426
2000,GMC,JIMMY,SUV,4.3,6,A4,X,16.2,336
2000,GMC,JIMMY,SUV,4.3,6,M5,X,16.3,327
2000,GMC,JIMMY 4X4,SUV,4.3,6,A4,X,17,350
2000,GMC,JIMMY 4X4,SUV,4.3,6,M5,X,18.7,386
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,17,350
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.7,386
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.3,366
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,20.2,407
2000,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18,377
2000,GMC,K1500 YUKON 4X4,SUV,4.8,8,A4,X,18.7,391
2000,GMC,K1500 YUKON 4X4,SUV,5.3,8,A4,X,18.9,391
2000,GMC,K1500 YUKON 4X4,SUV,5.7,8,A4,X,21.2,430
2000,GMC,SAFARI CARGO,VAN - CARGO,4.3,6,A4,X,16.2,336
2000,GMC,SAFARI CARGO AWD,VAN - CARGO,4.3,6,A4,X,17,350
2000,GMC,SAFARI PASSENGER,VAN - PASSENGER,4.3,6,A4,X,17.7,368
2000,GMC,SAFARI PASSENGER AWD,VAN - PASSENGER,4.3,6,A4,X,17.4,359
2000,GMC,SONOMA,PICKUP TRUCK - SMALL,2.2,4,A4,X,13.8,278
2000,GMC,SONOMA,PICKUP TRUCK - SMALL,2.2,4,M5,X,12.2,246
